Date,Client,Contat_Name,First_Name,Last_Name,Department,Province,Payment_Method,Revenue,Profit,Profit_Margin,Data_Quality_Notes (Profit),Data_Quality_Notes (Profit_Margin)
12/22/2023,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Transfer,3000,1238,0.412666667,,
10/13/2023,ARZAMART ,Ana Paula,Ana,Paula,Logistics,Luanda,Card,7897,669,0.084715715,,
5/1/2023,WALMART INTL ,Marta Silva,Marta,Silva,Finance,Luanda,Card,5698,1004,0.176202176,,
5/4/2023,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,IT,Luanda,PayPal,7542,1044,0.138424821,,
1/11/2022,AMAZON.CO ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,7907,945,0.119514354,,
2/20/2024,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,PayPal,6161,568,0.092192826,,
3/28/2022,KERO ,Pedro Alves,Pedro,Alves,Sales,Luanda,Card,4108,1526,0.371470302,,
9/9/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,PayPal,3248,1384,0.426108374,,
9/28/2022,KERO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Cash,4665,1677,0.359485531,,
3/19/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,7315,1757,0.240191388,,
9/22/2023,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Card,6010,978,0.162728785,,
3/11/2023,ARZAMART ,Marta Silva,Marta,Silva,Sales,Benguela,Cash,4666,1054,0.225889413,,
3/10/2023,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,5299,803,0.151538026,,
4/20/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Card,6837,1183,0.173029106,,
6/11/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,IT,Luanda,Cash,3693,1666,0.451123748,,
11/21/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,Sales,Luanda,PayPal,6179,782,0.126557695,,
10/27/2022,MAXI CASH ,Pedro Alves,Pedro,Alves,IT,Luanda,Transfer,4346,1929,0.44385642,,
2/25/2024,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Luanda,Transfer,7558,678,0.089706272,,
9/26/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Cash,4770,712,0.149266247,,
9/21/2022,ARZAMART ,Ana Paula,Ana,Paula,Logistics,Luanda,Cash,5395,1383,0.256348471,,
9/27/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Cash,3848,1424,0.37006237,,
10/8/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,PayPal,6240,1536,0.246153846,,
8/31/2022,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Luanda,PayPal,4666,1421,0.304543506,,
2/19/2023,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,PayPal,4592,1351,0.294207317,,
4/30/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Finance,Luanda,PayPal,3047,986,0.323596981,,
2/2/2024,WALMART INTL ,Ana Paula,Ana,Paula,Sales,Benguela,PayPal,3550,1507,0.424507042,,
12/11/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Cash,6024,1265,0.20999336,,
3/27/2023,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,3563,746,0.209374123,,
2/4/2022,KERO ,Marta Silva,Marta,Silva,Sales,Benguela,Transfer,6065,1363,0.224732069,,
9/19/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Finance,Luanda,Card,6419,1594,0.248325284,,
7/21/2022,SHOPRITE ANGOLA ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Transfer,6362,980,0.15403961,,
2/29/2024,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,3532,951,0.269252548,,
11/12/2023,KERO ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,PayPal,4364,1610,0.368927589,,
3/10/2023,ARZAMART ,Jose Manuel,Jose,Manuel,IT,Luanda,Transfer,7884,1694,0.21486555,,
6/23/2022,MAXI CASH ,Pedro Alves,Pedro,Alves,Finance,Luanda,Transfer,4186,945,0.225752508,,
2/21/2024,ARZAMART ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Card,3720,1249,0.335752688,,
6/12/2023,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,PayPal,7735,1977,0.255591467,,
12/4/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Cash,5719,1327,0.232033572,,
7/3/2023,AMAZON.CO ,Marta Silva,Marta,Silva,Sales,Luanda,Card,5539,567,0.102365048,,
7/12/2022,MAXI CASH ,Jose Manuel,Jose,Manuel,Sales,Benguela,Transfer,4524,1304,0.288240495,,
12/12/2023,MAXI CASH ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,4954,1439,0.290472346,,
5/28/2022,WALMART INTL ,Ana Paula,Ana,Paula,Sales,Luanda,Transfer,7721,1401,0.18145318,,
12/16/2023,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,Finance,Luanda,PayPal,6712,1971,0.293653159,,
9/27/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Card,3411,1998,0.585751979,,
10/21/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Sales,Luanda,Transfer,7725,960,0.124271845,,
6/25/2022,WALMART INTL ,Marta Silva,Marta,Silva,IT,Luanda,Cash,4591,555,0.120888695,,
12/8/2022,ARZAMART ,Jose Manuel,Jose,Manuel,IT,Luanda,PayPal,6600,1554,0.235454545,,
6/18/2023,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Transfer,4716,563,0.119380831,,
3/13/2022,ARZAMART ,Ana Paula,Ana,Paula,IT,Luanda,Transfer,6205,1025,0.165189363,,
1/14/2024,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Logistics,Luanda,Card,6337,500,0.078901688,,
1/23/2022,KERO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Transfer,4974,1742,0.35022115,,
8/8/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Logistics,Huambo,Cash,3950,1874,0.47443038,,
1/27/2022,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Transfer,4140,1089,0.263043478,,
4/3/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Finance,Luanda,Cash,6717,1492,0.222122972,,
5/26/2022,KERO ,Marta Silva,Marta,Silva,Logistics,Huambo,Transfer,5095,1108,0.217468106,,
12/13/2022,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Card,4534,655,0.144464049,,
6/25/2022,KERO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Cash,6422,1085,0.168950483,,
3/4/2022,SHOPRITE ANGOLA ,Jose Manuel,Jose,Manuel,Sales,Luanda,Cash,5979,1187,0.198528182,,
10/16/2023,AMAZON.CO ,Marta Silva,Marta,Silva,Sales,Benguela,PayPal,7390,1130,0.152909337,,
2/11/2023,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Transfer,5088,1360,0.267295597,,
5/14/2022,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Transfer,3020,755,0.25,,
12/30/2022,ARZAMART ,Marta Silva,Marta,Silva,Sales,Benguela,Cash,5208,563,0.108102919,,
2/27/2023,AMAZON.CO ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Cash,7957,740,0.092999874,,
9/2/2024,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Logistics,Luanda,PayPal,4497,1208,0.268623527,,
5/3/2023,WALMART INTL ,Ana Paula,Ana,Paula,Sales,Benguela,Transfer,3745,1138,0.303871829,,
4/2/2023,ARZAMART ,Pedro Alves,Pedro,Alves,IT,Luanda,Cash,4049,1484,0.366510249,,
9/8/2022,ARZAMART ,Ana Paula,Ana,Paula,Finance,Luanda,Cash,6663,1116,0.167492121,,
4/15/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,7974,1609,0.201780788,,
3/4/2022,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,PayPal,5830,1377,0.23619211,,
6/15/2022,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Finance,Luanda,Transfer,7135,1082,0.151646811,,
11/16/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,3150,1733,0.55015873,,
6/16/2022,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Benguela,Card,6332,1559,0.246209728,,
3/23/2023,ARZAMART ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,7880,1473,0.186928934,,
2/13/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,Sales,Luanda,Card,6960,506,0.072701149,,
5/13/2023,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,Finance,Luanda,PayPal,6891,702,0.101872007,,
10/16/2023,ARZAMART ,Marta Silva,Marta,Silva,Sales,Luanda,Card,6624,1018,0.153683575,,
4/27/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Transfer,4194,1393,0.332141154,,
5/8/2023,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,6554,1255,0.191486115,,
8/6/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Luanda,Card,7292,1231,0.16881514,,
10/8/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,IT,Luanda,Card,5061,1145,0.226239874,,
8/8/2022,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Finance,Luanda,Transfer,5613,800,0.142526278,,
2/16/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,PayPal,4098,625,0.152513421,,
1/2/2022,"TESLA, INC. ",Pedro Alves,Pedro,Alves,Finance,Luanda,Card,6068,539,0.088826632,,
11/26/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Card,7549,514,0.068088489,,
3/27/2022,MAXI CASH ,Jose Manuel,Jose,Manuel,IT,Luanda,PayPal,6436,745,0.115755127,,
10/7/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Finance,Luanda,Card,3354,1965,0.585867621,,
2/4/2022,WALMART INTL ,Pedro Alves,Pedro,Alves,Sales,Benguela,Transfer,3881,1505,0.387786653,,
2/21/2023,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,6216,927,0.149131274,,
3/5/2022,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,PayPal,7812,846,0.108294931,,
2/12/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,6923,1055,0.152390582,,
11/12/2022,ARZAMART ,Marta Silva,Marta,Silva,Logistics,Huambo,Transfer,5142,991,0.192726566,,
9/2/2022,KERO ,Jose Manuel,Jose,Manuel,IT,Luanda,Transfer,4961,1380,0.278169724,,
7/27/2023,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,PayPal,5390,849,0.157513915,,
4/7/2022,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,IT,Luanda,Card,3230,1910,0.591331269,,
10/19/2022,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Card,6834,1765,0.258267486,,
10/28/2023,MAXI CASH ,Ana Paula,Ana,Paula,Logistics,Huambo,Card,7460,1203,0.161260054,,
8/25/2023,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Logistics,Luanda,Card,6789,1598,0.235380763,,
2/23/2024,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Cash,7549,1488,0.1971122,,
1/18/2024,ARZAMART ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Cash,6410,1474,0.229953198,,
2/28/2024,ARZAMART ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Card,6832,1036,0.151639344,,
5/30/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,PayPal,3071,1909,0.621621622,,
1/2/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,3070,1894,0.616938111,,
1/24/2023,KERO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Transfer,3967,1880,0.473909755,,
6/16/2023,KERO ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Transfer,3719,1530,0.411400914,,
8/23/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,IT,Luanda,Cash,4818,1775,0.368410129,,
2/15/2024,ARZAMART ,Ana Paula,Ana,Paula,Logistics,Luanda,Cash,7086,658,0.092859159,,
9/28/2022,SHOPRITE ANGOLA ,Jose Manuel,Jose,Manuel,Finance,Luanda,Transfer,4690,784,0.167164179,,
12/27/2022,"TESLA, INC. ",Pedro Alves,Pedro,Alves,Sales,Benguela,PayPal,6575,1697,0.258098859,,
7/26/2022,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Finance,Luanda,PayPal,3779,1677,0.443768193,,
6/6/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,IT,Luanda,PayPal,4375,1272,0.290742857,,
10/9/2023,SHOPRITE ANGOLA ,Jose Manuel,Jose,Manuel,IT,Luanda,Transfer,5975,593,0.099246862,,
6/29/2023,WALMART INTL ,Marta Silva,Marta,Silva,Finance,Luanda,Cash,6086,1084,0.178113704,,
2/3/2023,KERO ,Marta Silva,Marta,Silva,Sales,Benguela,Transfer,3083,1711,0.554978917,,
9/5/2022,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,5640,1649,0.292375887,,
7/23/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Finance,Luanda,PayPal,6256,1553,0.248241688,,
1/21/2024,AMAZON.CO ,Pedro Alves,Pedro,Alves,Sales,Benguela,Cash,5591,1060,0.189590413,,
11/7/2023,AMAZON.CO ,Ana Paula,Ana,Paula,Logistics,Luanda,PayPal,3351,1105,0.329752313,,
4/22/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,7846,1178,0.150140199,,
6/25/2022,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Benguela,Cash,5638,1953,0.346399432,,
6/11/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Logistics,Huambo,Transfer,4451,1974,0.443495844,,
5/22/2022,ARZAMART ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,4761,1816,0.381432472,,
6/27/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Transfer,6803,1431,0.210348376,,
9/4/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Luanda,PayPal,6951,1777,0.25564667,,
6/15/2023,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,PayPal,5652,1408,0.249115357,,
12/18/2023,KERO ,Ana Paula,Ana,Paula,IT,Luanda,PayPal,7184,1893,0.263502227,,
6/28/2023,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Benguela,Cash,3194,788,0.246712586,,
10/4/2022,KERO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,4564,920,0.201577564,,
9/29/2022,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Sales,Benguela,Cash,7305,945,0.12936345,,
8/30/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Sales,Benguela,PayPal,7358,1735,0.235797771,,
5/1/2022,KERO ,Pedro Alves,Pedro,Alves,Sales,Benguela,Transfer,6445,1417,0.219860357,,
1/18/2024,KERO ,Ana Paula,Ana,Paula,Sales,Luanda,Cash,4413,1315,0.297983231,,
9/16/2023,WALMART INTL ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,3496,1898,0.542906178,,
1/30/2024,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Sales,Benguela,PayPal,6572,1313,0.199786975,,
7/3/2023,ARZAMART ,Pedro Alves,Pedro,Alves,Finance,Luanda,Card,5930,888,0.149747049,,
9/28/2022,AMAZON.CO ,Ana Paula,Ana,Paula,IT,Luanda,Transfer,4107,777,0.189189189,,
2/4/2024,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Luanda,Card,4334,629,0.145131518,,
11/17/2022,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Logistics,Huambo,PayPal,6256,1016,0.162404092,,
4/19/2022,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Cash,6514,573,0.087964384,,
12/5/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Card,7384,1070,0.144907909,,
2/14/2024,ARZAMART ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,PayPal,4978,1820,0.365608678,,
9/4/2022,ARZAMART ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Card,7096,1296,0.182638106,,
12/30/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Transfer,4795,1463,0.305109489,,
1/9/2022,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Benguela,Card,6477,788,0.121661263,,
7/16/2022,KERO ,Ana Paula,Ana,Paula,Logistics,Huambo,Card,4533,829,0.182881094,,
9/29/2023,ARZAMART ,Ana Paula,Ana,Paula,Logistics,Huambo,Card,7857,1727,0.219803996,,
3/16/2023,MAXI CASH ,Ana Paula,Ana,Paula,Logistics,Huambo,Cash,4682,571,0.121956429,,
8/22/2022,ARZAMART ,Jose Manuel,Jose,Manuel,Logistics,Luanda,PayPal,4802,977,0.203456893,,
6/22/2022,ARZAMART ,Marta Silva,Marta,Silva,Finance,Luanda,Transfer,6281,1345,0.214137876,,
10/12/2022,WALMART INTL ,Marta Silva,Marta,Silva,IT,Luanda,Transfer,4524,879,0.194297082,,
5/18/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Huambo,PayPal,7814,923,0.118121321,,
1/22/2022,KERO ,Pedro Alves,Pedro,Alves,Sales,Luanda,PayPal,3035,1950,0.642504119,,
7/5/2022,ARZAMART ,Jose Manuel,Jose,Manuel,Sales,Luanda,Transfer,5892,1610,0.273251867,,
12/8/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Cash,7064,1581,0.223810872,,
5/20/2023,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Card,3769,1855,0.49217299,,
2/22/2024,KERO ,Ana Paula,Ana,Paula,IT,Luanda,Cash,7310,501,0.068536252,,
7/5/2023,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,Card,7683,679,0.088376936,,
6/5/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Transfer,4566,570,0.124835742,,
2/25/2023,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,4253,1153,0.271102751,,
11/8/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,PayPal,3159,1024,0.324153213,,
11/20/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Luanda,Cash,6807,1612,0.236815043,,
8/30/2023,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Sales,Luanda,Cash,6324,788,0.124604681,,
1/18/2024,ARZAMART ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,Card,7271,607,0.083482327,,
10/7/2023,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Finance,Luanda,Card,4605,1804,0.3917481,,
1/8/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Transfer,4565,1318,0.28871851,,
2/21/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Cash,6884,1954,0.283846601,,
7/8/2023,AMAZON.CO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,PayPal,6978,1588,0.22757237,,
12/3/2023,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Logistics,Huambo,PayPal,4364,1633,0.374197984,,
2/21/2024,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Card,4251,1772,0.416843096,,
4/10/2023,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Transfer,6502,1355,0.208397416,,
11/25/2023,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Sales,Benguela,Cash,7235,947,0.1308915,,
4/7/2023,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Card,4660,1027,0.220386266,,
5/11/2023,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Luanda,Card,6946,861,0.123956234,,
5/24/2022,AMAZON.CO ,Ana Paula,Ana,Paula,Finance,Luanda,Cash,3802,1607,0.422672278,,
2/3/2023,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Cash,3881,1500,0.386498325,,
3/4/2023,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Card,3785,880,0.232496697,,
8/10/2022,WALMART INTL ,Marta Silva,Marta,Silva,Logistics,Luanda,PayPal,5403,703,0.1301129,,
1/17/2022,WALMART INTL ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Transfer,5020,733,0.146015936,,
8/4/2022,ARZAMART ,Pedro Alves,Pedro,Alves,Sales,Benguela,Card,7631,1143,0.149783777,,
11/11/2022,KERO ,Ana Paula,Ana,Paula,Sales,Luanda,Transfer,3009,519,0.172482552,,
9/7/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,Cash,4685,729,0.155602988,,
3/2/2023,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,Logistics,Luanda,Cash,5460,1545,0.282967033,,
9/8/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Card,3824,1521,0.397751046,,
3/29/2023,ARZAMART ,Ana Paula,Ana,Paula,IT,Luanda,PayPal,6515,1978,0.303607061,,
12/1/2023,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Card,7353,1151,0.156534748,,
3/8/2023,ARZAMART ,Ana Paula,Ana,Paula,IT,Luanda,Cash,3792,1928,0.508438819,,
9/29/2022,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Transfer,4222,1167,0.276409285,,
7/17/2022,KERO ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,4666,979,0.209815688,,
8/21/2022,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Sales,Luanda,Cash,7568,1843,0.24352537,,
5/3/2023,ARZAMART ,Jose Manuel,Jose,Manuel,Sales,Benguela,Card,5347,1574,0.294370675,,
8/4/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Transfer,3573,731,0.20458998,,
12/19/2022,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,6562,1819,0.277202073,,
7/14/2023,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Card,6015,1588,0.26400665,,
11/1/2022,AMAZON.CO ,Jose Manuel,Jose,Manuel,Logistics,Luanda,PayPal,4656,1572,0.337628866,,
4/29/2022,ARZAMART ,Pedro Alves,Pedro,Alves,IT,Luanda,Cash,6645,1913,0.287885628,,
12/11/2023,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,7909,558,0.070552535,,
4/2/2022,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Finance,Luanda,PayPal,3492,918,0.262886598,,
1/17/2024,ARZAMART ,Jose Manuel,Jose,Manuel,Logistics,Luanda,PayPal,6140,579,0.094299674,,
8/10/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,3088,1265,0.409650259,,
4/29/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,IT,Luanda,PayPal,6346,1433,0.225811535,,
5/18/2022,WALMART INTL ,Jose Manuel,Jose,Manuel,Sales,Benguela,PayPal,7255,1497,0.206340455,,
2/14/2024,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Card,6477,1091,0.16844218,,
10/16/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Sales,Luanda,PayPal,7248,1134,0.156456954,,
12/3/2022,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Card,5849,671,0.114720465,,
5/4/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Transfer,4797,772,0.160933917,,
1/5/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Benguela,PayPal,7778,1972,0.253535613,,
5/22/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,IT,Luanda,Transfer,4910,1227,0.249898167,,
6/12/2022,AMAZON.CO ,Marta Silva,Marta,Silva,Logistics,Huambo,PayPal,4762,1584,0.332633347,,
3/3/2023,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Sales,Benguela,Card,3975,714,0.179622642,,
8/23/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Sales,Luanda,Cash,3168,1854,0.585227273,,
7/1/2022,KERO ,Marta Silva,Marta,Silva,Logistics,Luanda,PayPal,5064,1071,0.211492891,,
8/29/2022,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,7208,786,0.109045505,,
8/4/2023,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Card,5872,787,0.134025886,,
9/25/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Cash,6992,1000,0.143020595,,
11/11/2023,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,5866,732,0.124786908,,
2/5/2024,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,6389,1850,0.289560182,,
10/22/2022,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Cash,5675,838,0.147665198,,
7/15/2023,SHOPRITE ANGOLA ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,PayPal,5205,1777,0.341402498,,
2/12/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,IT,Luanda,PayPal,3768,1650,0.437898089,,
6/24/2023,"TESLA, INC. ",Marta Silva,Marta,Silva,Finance,Luanda,PayPal,7705,1953,0.253471772,,
1/16/2023,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Sales,Benguela,Transfer,5702,1159,0.203262013,,
10/3/2022,AMAZON.CO ,Ana Paula,Ana,Paula,Finance,Luanda,PayPal,4589,727,0.158422314,,
1/27/2024,"TESLA, INC. ",Marta Silva,Marta,Silva,Logistics,Luanda,Card,5394,853,0.158138673,,
11/11/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Transfer,3854,743,0.192786715,,
3/12/2023,AMAZON.CO ,Pedro Alves,Pedro,Alves,IT,Luanda,Transfer,4527,843,0.186216037,,
5/10/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Transfer,5775,1810,0.313419913,,
2/9/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Cash,5413,1831,0.338259745,,
